Link,Node_Start,Longitude_Start,Latitude_Start,Node_End,Longitude_End,Latitude_End,Length,Time,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16
0,0,103.9460064,30.75066046,16,103.9525507,30.75675243,921.0410139,85.4241514656,178.3539,0.0,0.0,0.0,188.73753,0.0,60.410767,234.83986,0.0,102.610306,113.001755,0.0,268.6647,199.39273,158.51881,0.0
1,0,103.9460064,30.75066046,48,103.9564943,30.745080100000003,1179.207157,125.386768656,252.15654,0.0,0.0,0.0,220.93764,0.0,110.942345,375.2016,0.0,91.77916,167.66635,0.0,342.37592,382.49863,165.61609,0.0
2,0,103.9460064,30.75066046,64,103.94127590000001,30.75449343,620.9053755,53.61887423739999,101.59552,0.0,0.0,0.0,100.52113,0.0,55.447803,112.72481,0.0,80.101776,86.490204,0.0,165.78821,162.30322,111.13322,0.0
3,1,104.0625393,30.7390774,311,104.0600238,30.74269338,467.55229349999996,40.787166699400004,85.3144,0.0,0.0,0.0,88.80346,0.0,51.670906,110.150215,0.0,56.13855,84.0221,0.0,108.88825,100.84037,65.6069,0.0
4,1,104.0625393,30.7390774,1288,104.0620712,30.73250066,730.2875807999999,77.209144316,137.41612,0.0,0.0,0.0,156.48216,0.0,79.60222,174.15591,0.0,113.698555,125.81259,0.0,230.56691,238.29257,138.9446,0.0
5,2,104.0732399,30.76099259,18,104.0730086,30.74887448,1343.253385,90.649554179,173.74376,0.0,0.0,0.0,96.60144,0.0,68.57413,299.35986,0.0,138.13914,124.43535,0.0,205.68993,283.7866,153.68788,0.0
6,2,104.0732399,30.76099259,34,104.1146272,30.76027681,3962.0745770000003,445.56693195,715.82556,0.0,0.0,0.0,1124.3239,0.0,392.78055,1231.5626,0.0,600.75275,567.7695,0.0,1267.2716,1350.4874,699.17395,0.0
7,2,104.0732399,30.76099259,49,104.0507089,30.76141245,2157.0072370000003,215.64748429,434.18915,0.0,0.0,0.0,451.40845,0.0,201.50198,604.2076,0.0,261.17258,298.95444,0.0,624.5214,569.02637,374.53006,0.0
8,2,104.0732399,30.76099259,66,104.0737873,30.78668402,2847.9139440000004,170.17467357,295.8219,0.0,0.0,0.0,445.83206,0.0,147.64406,515.5465,0.0,166.80798,146.93301,0.0,583.70374,407.23303,399.43607,0.0
9,3,104.15082779999999,30.73841386,19,104.1588451,30.73807002,768.4620807,77.120375372,111.059494,0.0,0.0,0.0,296.21225,0.0,71.78236,264.3331,0.0,95.0627,77.52258,0.0,212.49155,183.29787,199.47964,0.0
10,3,104.15082779999999,30.73841386,51,104.13747009999999,30.77433248,4181.143453,342.927670268,572.63257,0.0,0.0,0.0,1009.7614,0.0,343.89304,1145.9127,0.0,510.83844,546.14386,0.0,771.79016,907.08813,684.3687,0.0
11,3,104.15082779999999,30.73841386,127,104.1462028,30.72511547,1538.935186,97.16184927219997,182.25194,0.0,0.0,0.0,203.05511,0.0,75.466995,299.79605,0.0,90.40311,153.80566,0.0,231.32297,305.04495,108.49155,0.0
12,3,104.15082779999999,30.73841386,742,104.129349,30.7231598,2662.134322,317.782392504,626.3866,0.0,0.0,0.0,792.4565,0.0,268.16245,829.8909,0.0,710.2177,419.0408,0.0,785.36633,811.9455,632.3999,0.0
13,4,103.9812278,30.70951601,408,103.98043759999999,30.705570299999998,443.815225,43.53500845000001,87.472534,0.0,0.0,0.0,91.11328,0.0,38.721565,124.35649,0.0,51.952274,60.741756,0.0,125.29154,113.875336,77.228355,0.0
14,4,103.9812278,30.70951601,655,103.9802912,30.71025208,121.2443022,19.5738751064,38.153145,0.0,0.0,0.0,42.986877,0.0,13.314468,54.04119,0.0,18.787292,34.622803,0.0,61.300316,48.083088,36.26759,0.0
15,5,104.0439712,30.686773100000003,195,104.0444437,30.68572405,124.76486129999999,19.2714677764,43.54744,0.0,0.0,0.0,54.53215,0.0,22.045128,73.777214,0.0,11.529456,15.056589,0.0,48.720444,40.493107,34.349377,0.0
16,5,104.0439712,30.686773100000003,620,104.04282309999999,30.68723173,121.15571259999999,16.04103907328,29.723597,0.0,0.0,0.0,39.513145,0.0,13.741521,44.119335,0.0,23.14318,24.809034,0.0,48.071598,38.91627,34.40403,0.0
17,6,104.10128780000001,30.71733224,726,104.1018715,30.718882399999995,180.6695447,27.603878268799996,80.50346,0.0,0.0,0.0,27.21538,0.0,11.059864,56.52808,0.0,38.621,88.17319,0.0,62.21096,66.766556,33.850414,0.0
18,6,104.10128780000001,30.71733224,901,104.1007402,30.71605867,150.57418810000001,14.686473954599997,30.539022,0.0,0.0,0.0,30.409332,0.0,12.536607,41.051533,0.0,18.417948,20.55061,0.0,41.61377,38.120476,26.471287,0.0
19,7,104.16422920000001,30.69574474,211,104.158776,30.69530501,524.5509496999999,58.194080179800004,104.53396,0.0,0.0,0.0,87.85722,0.0,42.98333,189.89531,0.0,45.89343,104.61994,0.0,170.31218,159.23575,125.74269,0.0
20,7,104.16422920000001,30.69574474,341,104.16389509999999,30.70182076,674.1569701000001,66.39494349259999,91.49751,0.0,0.0,0.0,183.57166,0.0,21.659645,229.67844,0.0,34.923466,85.214775,0.0,216.48534,168.86911,206.7319,0.0
21,7,104.16422920000001,30.69574474,366,104.16966459999999,30.69594523,521.0576293,70.5747713914,157.55467,0.0,0.0,0.0,97.001526,0.0,15.071703,367.33505,0.0,16.971823,115.09289,0.0,162.33656,107.18742,191.80186,0.0
22,7,104.16422920000001,30.69574474,422,104.1645632,30.69122648,501.773329,55.15832249739999,53.154797,0.0,0.0,0.0,109.843475,0.0,93.84139,172.88676,0.0,135.0615,50.99722,0.0,119.49679,218.75082,96.99235,0.0
23,8,103.9777074,30.66252283,487,103.9776502,30.66449919,219.1141492,28.711776197,29.994257,0.0,0.0,0.0,79.73091,0.0,28.622873,73.454704,0.0,63.537968,32.623383,0.0,78.21646,100.875916,37.498287,0.0
24,8,103.9777074,30.66252283,888,103.9778687,30.6589357,397.87077180000006,49.353564482,97.14453,0.0,0.0,0.0,110.45362,0.0,47.781624,137.3603,0.0,63.413162,66.94723,0.0,132.92134,139.85643,65.11669,0.0
25,8,103.9777074,30.66252283,916,103.9749723,30.66252693,262.0547376,31.898710361,58.599907,0.0,0.0,0.0,87.85661,0.0,33.778385,69.78911,0.0,72.551674,22.417244,0.0,81.77007,100.68492,40.636093,0.0
26,9,104.04040440000001,30.638665200000002,1472,104.0411563,30.63977679,142.7229606,19.513371968199998,34.110806,0.0,0.0,0.0,33.883392,0.0,20.021421,60.02603,0.0,29.370722,19.844091,0.0,54.612263,57.213425,30.879631,0.0
27,9,104.04040440000001,30.638665200000002,1673,104.0377035,30.63995675,295.7785775,38.44053715,77.235405,0.0,0.0,0.0,80.45248,0.0,34.19362,109.80213,0.0,45.875484,53.638638,0.0,110.63157,100.54895,68.191605,0.0
28,9,104.04040440000001,30.638665200000002,1767,104.0392578,30.63682457,231.71112290000002,28.2201427754,48.911396,0.0,0.0,0.0,32.61138,0.0,30.468903,99.241264,0.0,32.734962,29.870808,0.0,75.38652,85.63361,69.72967,0.0
29,10,104.1181679,30.65058201,792,104.1214109,30.65013097,314.74665560000005,51.6263314902,95.21692,0.0,0.0,0.0,141.02869,0.0,77.34783,131.55753,0.0,73.801094,59.456673,0.0,172.31909,123.08497,89.341866,0.0
30,10,104.1181679,30.65058201,1065,104.1178297,30.65328507,301.3254122,41.153660422,77.46249,0.0,0.0,0.0,131.79234,0.0,25.17209,113.966576,0.0,32.562134,37.017498,0.0,154.71875,82.54994,90.59018,0.0
31,10,104.1181679,30.65058201,1653,104.1140751,30.65030184,393.39755049999997,50.89156800060001,84.742195,0.0,0.0,0.0,112.85851,0.0,17.363455,184.49574,0.0,35.070686,69.99823,0.0,168.99966,107.73413,113.6102,0.0
32,11,104.14728740000001,30.64296083,215,104.14633149999999,30.64059106,278.1529173,31.7545982718,61.93511,0.0,0.0,0.0,73.19572,0.0,31.837545,90.956116,0.0,42.78763,46.369965,0.0,92.22305,78.26142,61.384975,0.0
33,11,104.14728740000001,30.64296083,580,104.1496059,30.64216205,239.16551260000003,26.749057147399995,51.436676,0.0,0.0,0.0,62.6218,0.0,24.999935,76.97254,0.0,35.26791,34.652393,0.0,74.85969,71.01734,44.67967,0.0
34,12,103.9826185,30.61386248,28,103.97768690000001,30.61166959,531.5645307,46.92062666620001,104.263115,0.0,0.0,0.0,104.49785,0.0,37.615704,135.60823,0.0,38.002678,62.77342,0.0,143.18314,110.54731,79.54003,0.0
35,12,103.9826185,30.61386248,90,103.9851381,30.61499377,272.1300849,25.957853965600002,53.229637,0.0,0.0,0.0,55.323677,0.0,24.408792,73.04136,0.0,26.301903,30.234884,0.0,78.81853,67.995155,49.487633,0.0
36,12,103.9826185,30.61386248,383,103.98164940000001,30.60279961,1229.628076,127.37443010119999,277.97583,0.0,0.0,0.0,260.76437,0.0,119.979576,371.02786,0.0,140.16234,150.50458,0.0,377.7619,311.9518,216.67517,0.0
37,13,104.0612402,30.59666547,203,104.0612128,30.60054761,430.26233219999995,41.6397981844,82.25823,0.0,0.0,0.0,90.15757,0.0,37.31308,115.539345,0.0,53.626534,58.47582,0.0,118.96575,110.60848,72.840324,0.0
38,13,104.0612402,30.59666547,738,104.05789329999999,30.59668669,320.8957553,34.956116170200005,94.15548,0.0,0.0,0.0,28.553045,0.0,28.229893,94.94643,0.0,35.831947,58.62023,0.0,107.345566,76.29635,62.931675,0.0
39,13,104.0612402,30.59666547,793,104.06139870000001,30.59376339,321.9945508,38.891648216600004,67.332184,0.0,0.0,0.0,76.23385,0.0,26.94259,79.71879,0.0,61.478157,63.09603,0.0,110.05978,133.00294,70.93389,0.0
40,14,104.1323295,30.59740351,609,104.12464920000001,30.60216894,906.1380717000001,70.24951792079999,157.75719,0.0,0.0,0.0,105.26097,0.0,69.70614,250.67651,0.0,60.27803,69.715836,0.0,177.89632,181.57784,162.88094,0.0
41,14,104.1323295,30.59740351,763,104.1354405,30.60123549,518.9610531000001,51.711479521799994,99.38192,0.0,0.0,0.0,77.17743,0.0,47.949375,171.00102,0.0,94.02282,63.02539,0.0,138.43637,127.78647,85.588684,0.0
42,14,104.1323295,30.59740351,1216,104.13603590000001,30.59511501,436.58383560000004,36.4706792208,69.09351,0.0,0.0,0.0,86.177315,0.0,24.368292,106.16303,0.0,50.893284,56.373253,0.0,105.785355,88.31396,54.323242,0.0
43,15,104.149224,30.61054808,163,104.1381502,30.61375537,1119.4482,109.9489584096,247.67606,0.0,0.0,0.0,222.93039,0.0,53.07811,318.84515,0.0,130.47966,117.71684,0.0,341.29187,242.6354,192.0984,0.0
44,15,104.149224,30.61054808,310,104.1526212,30.608961800000003,370.08245539999996,25.883234917,45.99366,0.0,0.0,0.0,56.957973,0.0,29.824995,76.641136,0.0,36.684746,29.830536,0.0,71.09679,74.46759,41.364788,0.0
45,15,104.149224,30.61054808,336,104.1463549,30.60674406,503.3719165,57.1120295352,130.02663,0.0,0.0,0.0,140.11403,0.0,32.462776,138.21507,0.0,80.08132,86.11468,0.0,196.16861,105.294685,115.86002,0.0
46,16,103.9525507,30.75675243,0,103.9460064,30.75066046,921.0410139,89.72896568540001,167.76384,0.0,0.0,0.0,160.47105,0.0,79.55654,236.66684,0.0,70.69193,141.72374,0.0,235.37653,313.5804,109.1879,0.0
47,16,103.9525507,30.75675243,80,103.96137270000001,30.75254195,964.8220289999999,87.11507653059998,102.25137,0.0,0.0,0.0,276.7225,0.0,91.05329,247.58365,0.0,75.992195,53.938957,0.0,326.58365,244.22408,245.97188,0.0
48,16,103.9525507,30.75675243,178,103.96195290000001,30.76609451,1371.854501,127.85956657600003,239.03403,0.0,0.0,0.0,303.57083,0.0,104.09873,333.77924,0.0,156.43379,211.05826,0.0,378.59003,344.56,223.53346,0.0
49,17,104.0530243,30.75790039,49,104.0507089,30.76141245,447.9160573,66.19337166399998,109.019936,0.0,0.0,0.0,169.62173,0.0,29.220907,261.7806,0.0,52.602837,57.47898,0.0,204.16959,139.3554,172.83722,0.0
50,17,104.0530243,30.75790039,65,104.0666187,30.74499537,1933.671041,306.3888615834,382.5368,0.0,0.0,0.0,818.00726,0.0,263.59747,950.3555,0.0,447.5026,380.13766,0.0,1136.296,685.16626,631.9514,0.0
51,17,104.0530243,30.75790039,220,104.0481228,30.7539247,643.6417399000001,106.96596883400001,222.81332,0.0,0.0,0.0,191.09879,0.0,28.105875,400.0357,0.0,72.03483,149.43265,0.0,299.69366,233.2659,259.89673,0.0
52,18,104.0730086,30.74887448,2,104.0732399,30.76099259,1343.253385,108.07937495220001,224.52162,0.0,0.0,0.0,185.97647,0.0,93.96847,281.87045,0.0,89.19422,161.77328,0.0,292.64273,348.25198,181.34456,0.0
53,18,104.0730086,30.74887448,65,104.0666187,30.74499537,747.6592605000001,62.91586950240001,132.22627,0.0,0.0,0.0,130.12808,0.0,65.63408,174.29982,0.0,86.86112,63.385323,0.0,166.90152,182.43901,74.243576,0.0
54,18,104.0730086,30.74887448,459,104.0726375,30.72578859,2558.887309,148.243616306,287.11526,0.0,0.0,0.0,192.32024,0.0,152.34335,443.40994,0.0,204.50395,199.69882,0.0,407.03363,436.0086,271.77322,0.0
55,19,104.1588451,30.73807002,3,104.15082779999999,30.73841386,768.4620807,62.3361746756,108.989975,0.0,0.0,0.0,154.52228,0.0,64.44841,188.19188,0.0,86.87435,107.43694,0.0,159.06215,169.56001,110.82606,0.0
56,19,104.1588451,30.73807002,35,104.16757220000001,30.75834783,2397.625728,235.92698536,331.202,0.0,0.0,0.0,844.84827,0.0,230.42284,835.4687,0.0,282.11743,252.52399,0.0,614.66003,602.3494,554.91187,0.0
57,19,104.1588451,30.73807002,127,104.1462028,30.72511547,1877.861688,193.7515059456,310.33588,0.0,0.0,0.0,688.70465,0.0,181.38823,665.82043,0.0,326.93216,189.25177,0.0,440.10355,481.84256,469.5694,0.0
58,19,104.1588451,30.73807002,432,104.1609358,30.72308424,1672.884115,139.81758274400002,247.17119,0.0,0.0,0.0,403.98074,0.0,145.65193,452.97385,0.0,155.18907,172.33244,0.0,349.9575,384.5964,238.44063,0.0
59,20,103.9717958,30.70900484,82,103.97905899999999,30.71243403,792.6168708,92.5811857608,176.62634,0.0,0.0,0.0,299.53464,0.0,48.148502,277.4228,0.0,69.28159,124.738525,0.0,340.19498,155.16978,196.19014,0.0
60,20,103.9717958,30.70900484,457,103.96699699999999,30.71641552,941.1702069,79.42440187599999,127.83215,0.0,0.0,0.0,209.45354,0.0,79.576775,209.70404,0.0,116.7734,118.9193,0.0,256.47812,204.58978,114.93714,0.0
61,20,103.9717958,30.70900484,466,103.97549570000001,30.69767357,1304.912095,132.81369124719998,283.79822,0.0,0.0,0.0,251.13617,0.0,156.48276,334.74554,0.0,169.20435,205.8783,0.0,393.58627,351.77063,242.87125,0.0
62,21,104.040111,30.71551717,1163,104.04043979999999,30.71284378,297.96447739999996,45.6350336262,116.12568,0.0,0.0,0.0,65.71032,0.0,51.905792,153.13168,0.0,13.47296,122.23536,0.0,97.23136,113.158554,96.20885,0.0
63,21,104.040111,30.71551717,1654,104.045209,30.71599628,491.06000930000005,50.4747158712,74.8854,0.0,0.0,0.0,134.07759,0.0,71.621864,142.68365,0.0,59.43156,52.361202,0.0,147.46414,159.43732,96.91875,0.0
64,22,104.0773952,30.69705062,1230,104.0773157,30.70282784,640.3378561000001,56.4213909618,97.322205,0.0,0.0,0.0,158.00998,0.0,62.860184,167.75903,0.0,96.829926,71.74564,0.0,147.99387,146.1386,87.74075,0.0
65,22,104.0773952,30.69705062,1366,104.0787152,30.69703746,126.4330825,14.990690048540003,30.052048,0.0,0.0,0.0,45.5616,0.0,3.5658553,59.53812,0.0,15.139905,16.26534,0.0,50.79361,15.829924,28.94528,0.0
66,22,104.0773952,30.69705062,1370,104.0742895,30.69705339,297.45410469999996,21.348270836600005,41.261997,0.0,0.0,0.0,23.071297,0.0,21.914722,69.770805,0.0,6.7383986,23.394188,0.0,67.728966,64.25992,52.121826,0.0
67,23,104.1847307,30.69654394,155,104.1857165,30.70246353,662.8173793,45.9844140756,111.4054,0.0,0.0,0.0,78.53933,0.0,15.310948,136.24849,0.0,34.880783,78.73626,0.0,86.03996,145.80327,86.31492,0.0
68,23,104.1847307,30.69654394,289,104.184379,30.69224823,477.2751353,31.608365899800003,59.92877,0.0,0.0,0.0,66.34717,0.0,26.045113,94.792114,0.0,31.45782,48.75087,0.0,80.65336,94.94035,37.236134,0.0
69,23,104.1847307,30.69654394,389,104.1769595,30.69629187,744.8007551,72.31776123879999,158.12654,0.0,0.0,0.0,110.65342,0.0,71.08855,196.08495,0.0,73.855156,119.76786,0.0,212.05922,194.92227,111.6021,0.0
70,24,103.963491,30.66467205,743,103.96254240000002,30.65991764,534.7262649,69.4474362274,126.57087,0.0,0.0,0.0,155.04906,0.0,62.09255,202.52762,0.0,89.27091,85.80723,0.0,222.65732,169.55968,134.00015,0.0
71,24,103.963491,30.66467205,1021,103.97483879999999,30.66471229,1087.243613,70.52391003000001,141.70575,0.0,0.0,0.0,147.59077,0.0,62.709236,201.46074,0.0,84.14527,98.371895,0.0,202.95546,184.4743,125.102104,0.0
72,25,104.01204059999999,30.64390586,712,104.0085096,30.64330149,344.9470654,50.38002176759999,72.9869,0.0,0.0,0.0,90.85619,0.0,39.515327,158.43896,0.0,35.658886,131.5009,0.0,113.37486,175.24788,101.18173,0.0
73,25,104.01204059999999,30.64390586,812,104.0143642,30.64454912,233.79717180000003,32.367946432,35.19065,0.0,0.0,0.0,143.57939,0.0,43.39987,84.502,0.0,47.91326,55.093094,0.0,106.71486,75.948975,69.68326,0.0
74,25,104.01204059999999,30.64390586,1300,104.0114083,30.64760226,414.1344437,66.535061355,163.30551,0.0,0.0,0.0,125.79258,0.0,90.33288,180.84021,0.0,138.05638,131.34648,0.0,113.46906,181.79735,71.77759,0.0
75,25,104.01204059999999,30.64390586,1861,104.01365290000001,30.64204591,257.6165547,28.5826070892,54.216568,0.0,0.0,0.0,18.678524,0.0,0.073837064,95.08636,0.0,28.56033,60.634705,0.0,81.32311,77.52131,54.582664,0.0
76,26,104.0860338,30.64221009,1079,104.0850152,30.64157585,120.2890328,17.59502885784,34.062305,0.0,0.0,0.0,20.308115,0.0,27.154522,58.761555,0.0,25.714924,12.118642,0.0,45.387474,55.879368,19.125988,0.0
77,26,104.0860338,30.64221009,1695,104.0875368,30.6431534,177.97704380000002,17.879998454400003,42.602383,0.0,0.0,0.0,35.552135,0.0,11.139586,55.997116,0.0,20.916739,26.483952,0.0,41.367344,43.893906,33.009476,0.0
78,26,104.0860338,30.64221009,1798,104.0857848,30.64258043,47.47870099,7.127829788840001,14.075443,0.0,0.0,0.0,12.928318,0.0,7.5737767,22.224045,0.0,7.123359,7.857092,0.0,19.090027,21.197706,13.712539,0.0
79,26,104.0860338,30.64221009,1816,104.08638309999999,30.64181519,55.09816775,9.387655764319998,19.780111,0.0,0.0,0.0,18.429125,0.0,7.5343423,27.761078,0.0,9.922963,11.753962,0.0,27.132662,24.228722,15.69406,0.0
80,27,104.1747682,30.65471347,43,104.1749113,30.65114609,395.6032631,43.230286098200004,87.73556,0.0,0.0,0.0,78.052956,0.0,29.657465,125.6298,0.0,51.90444,52.98709,0.0,111.25834,129.5493,75.73727,0.0
81,27,104.1747682,30.65471347,332,104.1831593,30.65487167,804.1917262000001,104.58333947879997,235.73405,0.0,0.0,0.0,180.93866,0.0,102.96326,226.01474,0.0,142.63895,209.02281,0.0,264.8198,320.14322,141.47752,0.0
82,27,104.1747682,30.65471347,358,104.1571519,30.65730466,1712.1546670000002,168.73169226640002,262.88983,0.0,0.0,0.0,577.833,0.0,54.37546,577.94415,0.0,68.26368,61.34944,0.0,543.8869,449.30283,388.47296,0.0
83,27,104.1747682,30.65471347,634,104.1748633,30.65937538,516.7491094,60.415123952,164.47664,0.0,0.0,0.0,65.38603,0.0,41.774353,131.10179,0.0,83.56274,131.6893,0.0,152.31909,162.19518,74.580284,0.0
84,28,103.97768690000001,30.61166959,12,103.9826185,30.61386248,531.5645307,55.95982558780001,123.70255,0.0,0.0,0.0,97.604,0.0,62.80938,159.01161,0.0,53.92397,81.525024,0.0,161.8656,146.89761,99.42467,0.0
85,28,103.97768690000001,30.61166959,118,103.9721097,30.60924975,598.1445227999999,60.42278400219999,139.37587,0.0,0.0,0.0,102.54679,0.0,29.724165,229.17873,0.0,45.82166,73.721535,0.0,153.66139,133.51721,103.81166,0.0
86,28,103.97768690000001,30.61166959,229,103.97205500000001,30.62091828,1158.5218519999999,165.4382649344,379.4915,0.0,0.0,0.0,309.40192,0.0,64.01399,724.59393,0.0,186.13272,238.9756,0.0,343.63196,299.838,380.46432,0.0
87,29,104.064657,30.61877337,456,104.0695764,30.61879884,471.5487556,63.606397137600005,122.2346,0.0,0.0,0.0,35.81737,0.0,58.70331,166.94998,0.0,154.02306,84.745476,0.0,167.50876,192.63617,115.31866,0.0
88,29,104.064657,30.61877337,563,104.0645381,30.62255535,419.311019,29.2021597298,53.114372,0.0,0.0,0.0,64.714836,0.0,35.777084,96.91987,0.0,27.193773,31.01757,0.0,84.82956,78.58297,56.79477,0.0
89,29,104.064657,30.61877337,762,104.0600781,30.61857201,439.4701222,55.1945454522,141.04616,0.0,0.0,0.0,24.470087,0.0,47.325798,150.94548,0.0,46.192387,55.94548,0.0,145.9355,180.2697,94.4034,0.0
90,29,104.064657,30.61877337,1059,104.0646499,30.61653136,248.4815623,18.791775706400003,39.770443,0.0,0.0,0.0,35.164402,0.0,21.592056,51.63394,0.0,26.646053,21.451498,0.0,56.78953,47.17604,30.6837,0.0
91,30,104.07052709999999,30.5936291,483,104.0720858,30.59244763,198.6988912,25.452438196000003,77.390076,0.0,0.0,0.0,10.877726,0.0,0.0,80.976265,0.0,4.3059716,31.322748,0.0,54.47412,75.45801,42.350594,0.0
92,30,104.07052709999999,30.5936291,654,104.0684365,30.59321293,205.6812406,43.591820857399995,55.036,0.0,0.0,0.0,147.90663,0.0,39.74793,139.51808,0.0,52.25121,16.084066,0.0,154.02332,108.233284,118.05408,0.0
93,30,104.07052709999999,30.5936291,1126,104.070717,30.59686374,358.9538853,71.990249117,110.42528,0.0,0.0,0.0,208.48708,0.0,64.9391,236.30298,0.0,82.16146,20.06433,0.0,241.70247,180.58359,176.38774,0.0
94,31,104.1427297,30.60890084,63,104.1392625,30.60626466,442.53385130000004,89.45407095640003,154.23434,0.0,0.0,0.0,180.81111,0.0,93.28451,251.34396,0.0,94.74903,136.46825,0.0,263.74686,267.31436,163.43726,0.0
95,31,104.1427297,30.60890084,284,104.1369858,30.61186495,641.1616517000001,70.5994332378,156.89503,0.0,0.0,0.0,119.31689,0.0,63.449955,187.81766,0.0,74.32079,132.66867,0.0,201.96652,183.12189,119.81496,0.0
96,31,104.1427297,30.60890084,336,104.1463549,30.60674406,421.783258,39.61817455680001,98.34195,0.0,0.0,0.0,47.683422,0.0,14.576817,101.87929,0.0,35.55198,41.241146,0.0,112.55179,116.91919,57.258392,0.0
97,32,103.93544659999999,30.74137286,64,103.94127590000001,30.75449343,1557.607396,122.1492223414,272.39478,0.0,0.0,0.0,113.57849,0.0,65.91282,309.6683,0.0,191.66281,182.57764,0.0,326.874,372.3455,81.47612,0.0
98,32,103.93544659999999,30.74137286,439,103.95402159999999,30.72742297,2356.5274010000003,231.9821100248,269.81906,0.0,0.0,0.0,706.064,0.0,89.60374,485.77353,0.0,309.4609,158.18085,0.0,971.43524,667.9458,605.64417,0.0
99,32,103.93544659999999,30.74137286,732,103.9313093,30.70607506,3932.2269130000004,408.41335021800006,738.1579,0.0,0.0,0.0,879.889,0.0,431.76886,283.64764,0.0,1189.8572,611.0499,0.0,1197.0052,1484.9371,596.4884,0.0
100,33,104.0422933,30.741077399999998,81,104.04891070000001,30.74097516,633.6067312999999,51.36221101879999,103.42956,0.0,0.0,0.0,108.75882,0.0,42.26718,144.4524,0.0,66.98797,63.390873,0.0,157.00877,126.8192,100.33698,0.0
101,33,104.0422933,30.741077399999998,151,104.0434242,30.733702,824.5702416,48.635523517399996,95.93813,0.0,0.0,0.0,93.79595,0.0,55.65016,161.62048,0.0,65.87814,52.836384,0.0,133.88446,120.71831,70.427734,0.0
102,33,104.0422933,30.741077399999998,165,104.04000090000001,30.74081135,221.4271661,21.3381606114,37.223186,0.0,0.0,0.0,81.97247,0.0,7.6227484,63.604004,0.0,21.198433,17.77365,0.0,87.97128,27.896017,45.783848,0.0
103,33,104.0422933,30.741077399999998,193,104.04275600000001,30.74664014,618.1188471,32.635629698399995,62.404137,0.0,0.0,0.0,78.76405,0.0,12.989518,112.58828,0.0,34.75659,50.643333,0.0,80.509865,80.94177,49.30844,0.0
104,34,104.1146272,30.76027681,2,104.0732399,30.76099259,3962.0745770000003,292.023608312,571.56744,0.0,0.0,0.0,597.7809,0.0,243.52563,824.0003,0.0,438.30072,343.70807,0.0,803.5827,807.6429,440.37808,0.0
105,34,104.1146272,30.76027681,50,104.127086,30.77857558,2352.605615,201.49615909199997,359.95667,0.0,0.0,0.0,401.0452,0.0,133.57585,639.5199,0.0,295.61328,250.04268,0.0,609.1137,486.46542,392.99057,0.0
106,34,104.1146272,30.76027681,750,104.10548659999999,30.72778795,3705.554474,328.113561904,681.9538,0.0,0.0,0.0,677.04175,0.0,180.79196,662.93066,0.0,495.63928,583.29504,0.0,837.80347,1061.8788,503.50092,0.0
107,35,104.16757220000001,30.75834783,19,104.1588451,30.73807002,2397.625728,202.168773234,352.97253,0.0,0.0,0.0,610.3585,0.0,214.56126,652.7898,0.0,294.12357,278.13614,0.0,479.3301,528.2595,358.9395,0.0
108,35,104.16757220000001,30.75834783,51,104.13747009999999,30.77433248,3382.0642789999997,329.649108618,475.25568,0.0,0.0,0.0,1177.8937,0.0,331.26132,1162.338,0.0,409.62665,327.39456,0.0,841.27216,851.2941,779.58856,0.0
109,35,104.16757220000001,30.75834783,67,104.19067199999999,30.73707999,3231.919547,260.75005637000004,451.29922,0.0,0.0,0.0,839.8231,0.0,170.83832,621.03766,0.0,277.98734,471.0042,0.0,806.5993,679.6949,569.134,0.0
110,36,103.9945272,30.71275996,386,103.99179140000001,30.7107053,347.1260675,44.694863923599996,93.668175,0.0,0.0,0.0,148.25412,0.0,25.827442,150.38116,0.0,45.871735,40.562294,0.0,130.65512,82.05274,90.031494,0.0
111,36,103.9945272,30.71275996,565,103.9980882,30.70975652,476.54583669999994,39.61078281,70.01328,0.0,0.0,0.0,75.427185,0.0,10.3029995,136.16515,0.0,24.521263,55.1413,0.0,96.43749,125.13884,76.86809,0.0
112,36,103.9945272,30.71275996,673,103.9922205,30.71446713,290.8539716,20.913742241599998,36.151768,0.0,0.0,0.0,53.320316,0.0,26.642014,50.29592,0.0,21.396254,12.3201885,0.0,64.28026,71.30499,26.810581,0.0
113,37,104.0557493,30.71706744,802,104.04964140000001,30.722881899999997,870.2509514000001,54.48527696000001,109.476685,0.0,0.0,0.0,114.028046,0.0,48.454117,155.64017,0.0,65.01403,76.00954,0.0,156.80229,142.5196,96.652306,0.0
114,37,104.0557493,30.71706744,907,104.0579489,30.71528136,289.04794439999995,34.90401181680001,50.277496,0.0,0.0,0.0,95.70537,0.0,33.32311,111.83967,0.0,47.752136,25.393087,0.0,123.549675,80.74026,74.10082,0.0
115,37,104.0557493,30.71706744,1211,104.0517543,30.71381514,525.6174909,41.408050150600005,98.864044,0.0,0.0,0.0,66.065575,0.0,15.847848,111.01119,0.0,48.955257,67.7853,0.0,98.29571,119.440475,44.230408,0.0
116,38,104.08941120000001,30.69807885,314,104.1056755,30.69638434,1568.99986,280.50471541400003,515.1554,0.0,0.0,0.0,628.7996,0.0,271.8503,804.0428,0.0,276.4822,394.0781,0.0,867.27985,750.594,505.26404,0.0
